Atoms,CSP3,Carbon,FormalCharge,Formula,HBA,HBD,HeavyAtoms,Heteroatoms,MR,MW,NAME,NHOH,NO,Rings,RotBonds,TPSA,WlogP
60,0.19,26,0,C26H24N8O2,10,2,36,10,138.15,480.2,DB11652,2,10,6,5,110.85,5.09
55,0.38,21,0,C21H25ClN6O2,6,4,30,9,116.29,428.17,DB12218,5,8,4,6,120.16,2.15
47,0.26,19,0,C19H19ClN6O2,6,3,28,9,103.54,398.13,DB12941,3,8,3,6,119.62,2.67
38,0.67,15,0,C15H20O3,3,0,18,3,68.01,248.14,DB13063,0,3,3,0,38.83,2.76
71,0.37,30,0,C30H35F2N3O,3,1,36,6,141.3,491.27,DB13766,1,4,4,9,35.58,5.75
50,0.32,19,0,C19H17F6N7O,8,3,33,14,105.37,473.14,DB13874,3,8,3,6,108.74,4.29
86,0.77,31,0,C31H52O3,3,0,34,3,144.03,472.39,DB14477,0,3,2,13,35.53,9.06
46,0.47,17,0,C17H19F3N6O,4,2,27,10,92.39,380.16,DB15091,2,7,4,3,78.32,2.91
40,0.43,14,0,C14H13ClF6N6,6,2,27,13,86.35,414.08,DB17097,2,6,2,5,75.62,4.31
60,0.64,22,1,C22H32NO5+,5,1,28,6,104.21,390.23,DB19325,1,6,3,7,72.83,2.39
62,0.32,28,0,C28H30N2O2,3,1,32,4,126.75,426.23,DB00496,2,4,5,7,55.56,3.96
58,0.35,23,0,C23H25N5O5,9,1,33,10,122.2,451.19,DB00590,2,10,5,4,112.27,1.72
67,0.34,29,0,C29H33ClN2O2,3,1,34,5,138.0,476.22,DB00836,1,4,4,7,43.78,5.09
46,0.8,15,0,C15H23N3O4S,5,3,23,8,85.66,341.14,DB01000,4,7,3,3,138.03,0.28
61,0.39,23,0,C23H28ClN3O5S,5,3,33,10,126.21,493.14,DB01016,3,8,3,8,121.98,3.64
63,0.32,28,0,C28H29F2N3O,3,1,34,6,131.15,461.23,DB01100,1,4,5,7,41.03,5.86
48,0.44,18,0,C18H20FN5O4,8,2,28,10,100.39,389.15,DB01155,3,9,4,5,123.04,0.97
41,0.59,17,0,C17H19NO4,5,2,22,5,78.13,301.13,DB01192,2,5,5,0,70.0,0.75
45,0.67,18,0,C18H23NO3,4,1,22,4,82.56,301.17,DB01551,1,4,5,1,41.93,1.73
50,0.69,16,0,C16H26N2O5S,5,4,24,8,92.54,358.16,DB01597,5,7,1,11,155.02,1.43
59,0.39,23,0,C23H29N3O2S2,5,0,30,7,123.51,443.17,DB01623,0,5,4,5,77.54,3.47
72,0.4,30,0,C30H38N2O2,4,2,34,4,141.28,458.29,DB06374,2,4,4,10,44.73,5.85
77,0.36,33,0,C33H38O6,6,0,39,6,149.94,530.27,DB08909,0,6,3,17,78.9,6.05
55,0.3,23,0,C23H23ClN6O2,7,0,32,9,122.44,450.16,DB09034,0,8,5,3,80.29,4.11
49,0.14,22,0,C22H18FN7O,7,2,31,9,115.64,415.16,DB09054,2,8,5,5,101.38,3.75
73,0.77,26,1,C26H41BrNO4+,4,0,32,6,130.17,510.22,DB09090,0,5,5,10,36.92,5.29
55,0.62,21,0,C21H26F3N5,5,0,29,8,103.91,405.21,DB09195,0,5,5,4,37.19,3.56
13,0.0,0,0,Mg2O8Si3,8,0,13,13,32.31,259.86,DB09281,0,8,0,4,144.84,-7.03
48,0.29,21,0,C21H19ClFNO4S,4,1,29,8,108.87,435.07,DB11629,1,5,4,5,84.75,4.39
53,0.47,17,0,C17H22I3N3O8,8,7,31,14,135.94,776.85,DB11705,7,11,1,10,179.66,-1.38
74,0.41,32,0,C32H39NO2,3,0,35,3,143.98,469.3,DB11742,0,3,4,9,29.54,7.22
47,0.09,22,0,C22H17ClN6O,6,2,30,8,118.28,416.12,DB11952,2,7,5,4,88.49,4.48
38,1.0,8,0,C8H18O10S2,10,4,20,12,65.62,338.03,DB12097,4,10,0,9,184.42,-3.62
49,0.8,20,0,C20H28O,1,1,21,1,85.49,284.21,DB12474,1,1,4,0,20.23,4.31
57,0.29,24,0,C24H25FN6O,6,1,32,8,123.73,432.21,DB12523,1,7,5,5,70.05,3.41
75,0.5,28,0,C28H41N3O3,4,1,34,6,137.52,467.31,DB12532,1,6,2,12,64.09,3.24
54,0.35,23,0,C23H24N4O3,7,2,30,7,111.8,404.18,DB12612,2,7,4,7,104.2,3.63
53,0.27,22,0,C22H22N6O3,8,1,31,9,115.69,418.18,DB15149,2,9,4,4,108.39,1.78
48,0.39,18,0,C18H19F2N5O4,7,2,29,11,99.06,407.14,DB15275,3,9,4,5,111.71,1.82
53,0.37,19,0,C19H25BN4O4,6,4,28,9,105.01,384.2,DB00188,4,8,2,9,124.44,0.36
58,0.42,24,0,C24H27NO5S,6,2,31,7,120.23,441.16,DB00197,2,6,4,5,110.16,4.37
48,0.1,21,0,C21H16ClF3N4O3,4,3,32,11,113.24,464.09,DB00398,3,7,3,5,92.35,5.55
58,0.24,25,1,C25H30N3+,2,0,28,3,122.96,372.24,DB00406,0,3,3,4,9.49,4.46
42,0.44,16,0,C16H18N2O5S,5,2,24,8,87.6,350.09,DB00417,2,7,3,5,121.24,0.7
18,1.0,6,0,C6H6Cl6,0,0,12,6,57.85,287.86,DB00431,0,0,1,0,0.0,3.64
42,0.38,16,0,C16H16N2O6S2,7,2,26,10,94.34,396.04,DB00456,2,8,3,6,166.55,0.59
61,0.25,28,0,C28H27NO4S,6,2,34,6,136.25,473.17,DB00481,2,5,5,7,98.24,6.08
63,0.71,24,0,C24H36O3,3,1,27,3,109.69,372.27,DB00486,1,3,3,6,46.53,6.26
32,0.6,10,0,C10H13N5O4,6,2,19,9,64.61,267.1,DB00495,2,9,2,3,133.08,-0.2
51,0.45,20,0,C20H26N4O,2,2,25,5,101.64,338.21,DB00589,2,5,4,3,51.37,2.84
62,0.57,23,0,C23H31NO7,8,1,31,8,113.43,433.21,DB00688,1,8,3,9,94.53,2.52
43,0.61,18,0,C18H21NO3,4,0,22,4,81.56,299.15,DB00956,0,4,5,1,38.77,1.93
46,0.33,18,0,C18H20N2O6,7,1,26,8,93.02,360.13,DB01054,1,8,2,5,107.77,2.57
54,0.36,22,0,C22H24ClN5O2,5,2,30,8,119.46,425.16,DB01184,2,7,5,5,78.82,3.35
63,0.46,26,0,C26H30Cl2F3NO,2,1,33,7,132.31,499.17,DB01218,1,2,3,10,23.47,8.64
59,0.36,22,0,C22H26ClN7O2S,9,3,33,11,132.05,487.16,DB01254,3,9,4,7,134.75,3.31
64,0.27,26,0,C26H29F2N7,7,2,35,9,135.63,477.25,DB01430,2,7,4,10,69.21,4.26
53,0.43,23,0,C23H26N2O2,3,0,27,4,104.57,362.2,DB01591,0,4,6,2,32.78,3.86
53,0.38,21,0,C21H23Cl2NO6,7,1,30,9,111.71,455.09,DB04920,1,7,2,7,90.93,4.25
13,0.0,0,0,GaN3O9,9,0,13,13,36.84,254.89,DB05260,0,12,0,0,198.6,-1.1
17,0.0,0,-4,H2Cl4O11-4,10,0,15,15,10.35,317.84,DB05389,2,11,0,0,250.12,-10.27
61,0.33,27,0,C27H30N2O2,3,1,31,4,125.39,414.23,DB05467,1,4,4,5,55.12,6.15
69,0.33,30,0,C30H34N2O3,5,2,35,5,141.39,470.26,DB06401,2,5,5,7,57.86,6.33
59,0.28,25,0,C25H25N5O4,6,1,34,9,126.66,459.19,DB06605,2,9,5,5,110.76,2.7
48,0.47,19,0,C19H21ClFN3O3,5,2,27,8,102.45,393.13,DB06771,3,6,4,3,88.56,3.14
57,0.19,26,1,C26H28N3+,2,0,29,3,123.62,382.23,DB06816,0,3,4,4,12.05,5.31
47,0.24,17,0,C17H16FN6O6P,9,2,31,14,103.03,450.09,DB09042,2,12,4,6,162.6,1.51
59,0.38,24,0,C24H29NO5,4,2,30,6,114.8,411.2,DB09292,2,6,2,11,92.7,3.84
71,0.5,28,0,C28H37N3O3,5,1,34,6,135.45,463.28,DB11591,1,6,4,10,67.59,4.86
90,0.85,27,0,C27H52N3O7P,9,3,38,11,151.26,561.35,DB12151,4,10,1,26,155.94,5.25
63,0.43,23,0,C23H28N8O4,11,2,35,12,129.48,480.22,DB12483,3,12,5,7,139.79,0.66
13,0.0,0,0,CrN3O9,9,0,13,13,31.08,237.9,DB14527,0,12,0,0,198.6,-0.72
50,0.29,21,0,C21H22N4O3,6,2,28,7,105.21,378.17,DB16165,3,7,3,5,110.26,2.99
40,0.59,17,0,C17H19NO3,4,1,21,4,76.67,285.14,DB00327,1,4,5,0,49.77,1.63
31,0.6,10,0,C10H11F3N2O5,6,3,20,10,57.94,296.06,DB00432,3,7,2,2,104.55,-0.8
48,0.45,20,0,C20H24N2O2,4,1,24,4,95.03,324.18,DB00468,1,4,5,4,45.59,3.17
52,0.41,22,1,C22H26NO3+,3,1,26,4,99.27,352.19,DB00771,1,4,5,4,46.53,2.7
43,0.53,17,0,C17H21NO4,5,0,22,5,80.34,303.15,DB00907,0,5,3,3,55.84,1.87
41,0.44,16,0,C16H18N2O4S,4,2,23,7,85.8,334.1,DB01053,2,6,3,4,112.01,0.86
66,0.33,30,0,C30H32N2O2,4,0,34,4,134.32,452.25,DB01081,0,4,4,8,53.33,5.48
56,0.29,24,0,C24H26FNO4,4,3,30,6,115.63,411.18,DB01095,3,5,3,8,82.69,4.63
43,0.29,17,0,C17H18N2O6,7,1,25,8,88.41,346.12,DB01115,1,8,2,4,107.77,2.18
56,0.36,22,0,C22H27FN4O2,3,3,29,7,113.29,398.21,DB01268,3,6,3,7,77.23,3.33
54,0.36,22,0,C22H25NO6,6,1,29,7,109.23,399.17,DB01394,1,7,3,5,83.09,2.87
65,0.5,24,0,C24H33N3O3S2,6,1,32,8,130.37,475.2,DB01621,1,6,4,8,97.77,4.02
66,0.34,29,0,C29H31F2N3O,3,1,35,6,134.21,475.24,DB04842,1,4,5,7,35.58,5.31
57,0.46,24,0,C24H28FN3O,4,0,29,5,114.61,393.22,DB06077,0,4,5,5,26.79,3.92
65,0.7,23,0,C23H36N2O4,5,2,29,6,113.37,404.27,DB09039,2,6,3,11,71.03,3.43
49,0.5,18,0,C18H24N2O5,4,3,25,7,91.16,348.17,DB09477,3,7,2,8,106.94,1.13
35,0.5,12,0,C12H16O7,7,5,19,7,62.5,272.09,DB11217,5,7,2,3,119.61,-1.43
51,0.14,22,0,C22H19ClN4O5,7,2,32,10,120.25,454.1,DB11800,2,9,4,6,107.74,5.64
40,0.18,17,0,C17H11ClF3N5O3,7,1,29,12,94.88,425.05,DB12301,1,8,3,4,105.7,2.65
54,0.13,23,0,C23H22ClN5O3,5,3,32,9,125.11,451.14,DB12364,3,8,3,6,107.41,4.14
35,0.5,12,0,C12H16O7,7,5,19,7,62.5,272.09,DB14109,5,7,2,3,119.61,-1.43
36,0.6,10,0,C10H14N2Na2O8,8,2,22,12,58.17,336.05,DB14600,2,10,0,11,161.34,-10.73
47,0.11,19,0,C19H16F2N8O2,9,3,31,12,108.87,426.14,DB15456,5,10,4,4,146.86,2.56
44,0.28,18,0,C18H18FN5O2,6,2,26,8,93.85,355.14,DB16826,2,7,4,0,80.55,2.55
41,0.2,15,0,C15H14F3N3O4S2,5,3,27,12,90.7,421.04,DB00436,4,7,3,3,135.12,1.63
35,0.42,12,0,C12H15N5O3,7,4,20,8,71.94,277.12,DB00442,5,8,3,2,130.05,-0.83
31,0.5,10,0,C10H11ClFN5O3,8,3,20,10,66.64,303.05,DB00631,4,8,3,2,119.31,-0.35
42,0.61,18,0,C18H22O2,2,1,20,2,77.73,270.16,DB00655,1,2,4,0,37.3,3.82
60,0.4,25,0,C25H28N6O,5,1,32,7,123.76,428.23,DB01029,1,7,5,7,87.13,4.78
32,0.5,10,0,C10H12FN5O4,9,4,20,10,62.7,285.09,DB01073,5,9,3,2,139.54,-1.84
46,0.44,18,0,C18H20FN3O4,6,1,26,8,95.04,361.14,DB01137,1,7,4,2,75.01,1.54
43,0.44,16,0,C16H15F6N5O,5,1,28,12,83.05,407.12,DB01261,2,6,3,4,77.04,2.02
36,0.55,11,0,C11H15N5O5,10,4,21,10,69.3,297.11,DB01280,5,10,3,3,148.77,-1.97
41,0.16,19,0,C19H15NO6,6,1,26,7,94.39,353.09,DB01418,1,7,3,5,110.65,3.52
37,0.58,12,0,C12H17N3O4S,5,3,20,8,75.09,299.09,DB01598,4,7,2,6,141.52,-0.39
32,0.45,11,0,C11H13BrN2O5,6,3,19,8,70.9,332.0,DB03312,3,7,2,3,104.55,-0.46
62,0.36,28,0,C28H31NO2,3,1,31,3,125.06,413.24,DB06202,1,3,5,6,32.7,5.73
67,0.5,26,0,C26H37NO3,4,1,30,4,122.72,411.28,DB06702,1,4,2,10,49.77,5.38
14,0.0,3,0,C3La2O9,9,0,14,11,16.19,457.77,DB06792,0,9,0,0,189.57,-7.34
52,0.33,21,0,C21H22Cl2FN5O,6,2,30,9,116.47,449.12,DB08865,3,6,4,5,77.99,5.04
62,0.46,24,0,C24H29N7O2,9,2,33,9,128.65,447.24,DB09073,2,9,5,5,105.04,2.97
49,0.19,21,0,C21H19ClN4O4,5,3,30,9,113.52,426.11,DB09078,4,8,4,6,115.57,4.07
54,0.38,21,0,C21H26N2O5,6,4,28,7,105.97,386.18,DB09080,4,7,3,7,100.05,2.38
58,0.32,25,0,C25H27N3O2S,5,1,31,6,129.78,433.18,DB09128,1,5,5,7,76.81,4.72
21,0.5,6,0,C6H5Na3O7,7,1,16,10,29.2,257.97,DB09154,1,7,0,5,140.62,-14.24
53,0.4,20,0,C20H25ClN2O5,7,2,28,8,105.58,408.15,DB09237,3,7,2,8,99.88,2.27
50,0.25,20,0,C20H23ClN2O4,4,2,27,7,105.11,390.13,DB09555,2,6,2,7,90.73,3.53
63,0.32,25,0,C25H30N6O2,8,1,33,8,131.43,446.24,DB12147,1,8,4,9,77.33,4.18
67,0.34,29,0,C29H33NO4,4,2,34,5,137.0,459.24,DB12808,2,5,4,7,70.0,5.99
21,0.5,6,0,C6H5Li3O7,7,1,16,10,29.2,210.05,DB14507,1,7,0,5,140.62,-14.24
58,0.33,24,0,C24H26N4O3S,5,1,32,8,124.06,450.17,DB16236,1,7,5,6,90.99,3.2
50,0.75,16,0,C16H28N2O4,5,2,22,6,84.16,312.2,DB00198,3,6,1,7,90.65,1.29
44,0.59,17,0,C17H23NO3,4,1,21,4,79.96,289.17,DB00424,1,4,3,4,49.77,1.93
32,0.36,11,0,C11H12Cl2N2O5,5,3,20,9,72.57,322.01,DB00446,3,7,1,6,112.7,0.91
40,0.13,15,0,C15H14ClN3O4S3,6,2,26,11,102.85,430.98,DB00562,3,7,3,5,160.75,2.24
71,0.52,27,0,C27H38N2O4,6,0,33,6,131.66,454.28,DB00661,0,6,2,13,63.95,5.09
50,0.58,19,0,C19H27NO3,2,2,23,4,90.0,317.2,DB00731,2,4,2,6,66.4,3.26
66,0.68,22,0,C22H36N2O5S,5,3,30,8,118.34,440.23,DB00775,3,7,2,14,113.11,2.95
42,0.0,18,0,C18H14N4O5S,7,3,28,10,100.73,398.07,DB00795,3,9,3,6,149.69,3.7
55,0.39,23,0,C23H25F3N2OS,4,1,30,7,113.67,434.16,DB00875,1,3,4,5,52.01,4.6
54,0.26,23,0,C23H24N2O4S,5,2,30,7,116.98,424.15,DB00876,2,6,3,10,120.66,4.74
47,0.56,18,0,C18H24N4O,4,1,23,5,90.39,312.2,DB00889,1,5,4,2,50.16,2.32
76,0.75,24,0,C24H40N8O4,12,4,36,12,140.03,504.32,DB00975,4,12,4,12,145.44,-0.02
57,0.43,23,0,C23H31NO2,3,0,26,3,107.28,353.24,DB01227,0,3,2,8,29.54,4.65
32,0.6,10,0,C10H12N4O5S,7,1,20,10,64.02,300.05,DB01606,1,9,3,3,130.84,-1.52
74,0.4,30,2,C30H40N4+2,2,2,34,4,143.52,456.32,DB04209,4,4,4,11,59.8,6.17
37,0.36,14,0,C14H12F3N3O5,7,0,25,11,76.08,359.07,DB05154,0,8,3,5,88.65,2.67
51,0.27,22,0,C22H21Cl3N4O,4,1,30,8,121.66,462.08,DB06155,1,5,4,4,50.16,5.94
63,0.29,28,0,C28H29NO4S,6,1,34,6,137.78,475.18,DB06249,1,5,5,8,79.4,6.94
43,0.5,16,0,C16H20N6O,5,1,23,7,86.67,312.17,DB08895,1,7,3,3,88.91,1.54
50,0.15,20,0,C20H19FN8O2,9,2,31,11,113.69,422.16,DB08931,4,10,4,4,138.07,2.44
52,0.26,19,0,C19H20Br2N6O4S,8,2,32,13,126.73,585.96,DB08932,2,10,3,11,136.6,3.57
92,0.69,32,1,C32H55N4O+,4,0,37,5,158.23,511.44,DB09552,0,5,2,22,38.25,8.05
67,0.36,28,0,C28H32N4O3,7,1,35,7,136.81,472.25,DB11697,1,7,5,4,68.74,4.96
48,0.09,23,0,C23H17FN6O,6,1,31,8,114.12,412.14,DB11791,1,7,5,4,85.07,3.43
58,0.29,24,0,C24H25ClFN5O2,6,2,33,9,128.84,469.17,DB11963,2,7,4,7,79.38,5.16
62,0.3,27,0,C27H30N4O,4,1,32,5,129.92,426.24,DB12877,1,5,5,7,44.27,4.13
48,0.32,19,0,C19H20Cl2N2O5,5,0,28,9,107.02,426.07,DB13258,0,7,2,10,81.91,4.56
63,0.5,24,0,C24H30N8O,8,2,33,9,128.15,446.25,DB15442,2,9,6,3,91.21,2.72
56,0.37,19,0,C19H27N3O5S2,6,2,29,10,116.51,441.14,DB00204,2,8,2,11,121.57,1.98
53,0.36,22,0,C22H26N2O2S,3,1,27,5,109.85,382.17,DB00216,1,4,4,6,61.55,3.82
53,0.48,21,0,C21H27N3O2,4,2,26,5,103.82,353.21,DB00247,2,5,4,4,57.5,1.94
47,0.57,14,0,C14H22N6O5,10,4,25,11,88.29,354.17,DB01610,6,11,2,8,171.37,-1.44
36,0.4,15,0,C15H18N2O,2,2,18,3,72.25,242.14,DB04864,3,3,3,0,58.88,2.0
44,0.22,18,0,C18H15ClN2O6S2,8,1,29,11,106.71,454.01,DB06268,1,8,4,6,144.35,3.96
61,0.38,24,0,C24H28F3N3O3,6,2,33,9,122.48,463.21,DB06608,3,6,3,9,78.63,5.91
66,0.38,29,1,C29H34NO2+,2,1,32,3,127.99,428.26,DB09076,1,3,6,8,29.46,5.14
44,0.06,18,0,C18H15NO8S2,7,2,29,11,102.42,437.02,DB09268,2,9,3,7,156.85,2.63
47,0.14,21,0,C21H20O6,6,2,27,6,102.02,368.13,DB11672,2,6,2,8,93.06,3.37
55,0.74,19,0,C19H27N3O6,5,2,28,9,96.97,393.19,DB11682,2,9,3,5,124.09,1.26
52,0.35,20,0,C20H24N4O4,8,0,28,8,109.06,384.18,DB11757,0,8,3,6,80.28,2.12
53,0.38,21,0,C21H23F3O5S,5,1,30,9,107.39,444.12,DB12390,1,5,2,11,90.29,5.05
49,0.12,24,0,C24H19NO5,5,1,30,6,110.46,401.13,DB14627,1,6,4,4,81.7,3.82
53,0.38,21,0,C21H23N5O3S,7,1,30,9,113.71,425.15,DB14845,1,8,5,5,105.05,1.98
53,0.36,22,0,C22H23N7O,8,1,30,8,115.1,401.2,DB15305,1,8,6,2,79.83,1.96
28,0.56,9,0,C9H11IN2O5,6,3,17,8,65.66,353.97,DB00249,3,7,2,2,104.55,-1.22
64,0.36,28,0,C28H33ClN2,2,0,31,3,131.73,432.23,DB00354,0,2,4,5,6.48,6.54
41,0.41,17,0,C17H17ClO6,6,0,24,7,86.13,352.07,DB00400,0,6,3,3,71.06,2.81
50,0.29,21,0,C21H26O3,2,1,24,3,100.53,326.19,DB00459,1,3,1,6,46.53,5.17
53,0.71,21,0,C21H29NO2,3,2,24,3,94.23,327.22,DB00611,2,3,5,2,43.7,3.37
65,0.32,28,0,C28H31FN4O,5,1,34,6,135.02,458.25,DB00637,1,5,5,8,42.32,5.35
62,0.62,21,0,C21H32N6O3,8,0,30,9,114.46,416.25,DB00802,0,9,3,9,85.49,1.38
29,0.62,8,0,C8H12N4O5,8,4,17,9,51.55,244.08,DB00811,5,9,2,3,143.72,-3.01
29,0.62,8,0,C8H12N4O5,9,4,17,9,53.71,244.08,DB00928,5,9,2,2,143.72,-3.17
60,0.4,25,0,C25H29I2NO3,4,0,31,6,143.42,645.02,DB01118,0,4,3,11,42.68,6.94
48,0.58,19,0,C19H26N2S,2,1,22,3,96.88,314.18,DB01186,1,2,4,4,44.33,4.27
60,0.29,28,0,C28H28N2O2,3,1,32,4,125.32,424.22,DB01501,1,4,4,7,64.33,5.0
51,0.27,22,0,C22H24O4S,4,1,27,5,109.85,384.14,DB05187,1,4,2,7,88.9,5.16
56,0.7,20,0,C20H31NO4,5,1,25,5,97.44,349.23,DB06217,1,5,3,7,51.16,2.64
65,0.5,24,0,C24H33Cl2NO5,6,4,32,8,127.26,485.17,DB09082,4,6,2,16,91.18,4.61
21,0.5,6,0,C6H5K3O7,7,1,16,10,29.2,305.89,DB09125,1,7,0,5,140.62,-14.24
39,0.11,19,0,C19H12O8,7,1,27,8,89.33,368.05,DB11994,1,8,3,3,124.04,2.01
43,0.83,12,0,C12H20N4O6S,6,3,23,11,77.42,348.11,DB12377,3,10,3,4,136.66,-1.14
66,0.48,27,0,C27H34N4O,4,1,32,5,126.92,430.27,DB12492,2,5,4,7,73.36,3.69
34,0.64,11,0,C11H16N2O5,6,3,18,7,62.32,256.11,DB13421,3,7,2,3,104.55,-1.26
61,0.89,18,0,C18H36N2S4Zn,4,0,25,7,122.7,472.11,DB14194,0,2,0,12,70.66,5.44
42,0.24,17,0,C17H15FN6O3,8,1,27,10,92.12,370.12,DB14569,1,9,4,4,106.26,1.4
65,0.73,22,0,C22H38CaO4,4,0,27,5,110.03,406.24,DB15678,0,4,0,18,80.26,3.71
40,0.17,18,0,C18H15ClN4O2,5,2,25,7,98.01,354.09,DB16267,2,6,3,3,90.68,2.92
32,0.5,10,0,C10H13N5O4,9,4,19,9,62.74,267.1,DB00194,5,9,3,2,139.54,-1.98
48,0.43,21,0,C21H25NO,2,0,23,2,93.41,307.19,DB00245,0,2,4,4,12.47,4.42
48,0.37,19,0,C19H21N3O5,8,1,27,8,96.32,371.15,DB00270,1,8,3,4,103.55,2.58
33,0.36,14,0,C14H10F3NO5,5,0,23,9,69.78,329.05,DB00348,0,6,2,3,94.35,2.73
53,0.4,20,0,C20H25ClN2O5,7,2,28,8,105.58,408.15,DB00381,3,7,2,8,99.88,2.27
44,0.35,17,0,C17H17ClN6O3,7,0,27,10,96.38,388.11,DB00402,0,9,4,2,91.76,1.57
37,0.29,14,0,C14H15N3O5,6,2,22,8,77.94,305.1,DB00494,2,8,1,5,127.7,1.78
35,0.13,15,0,C15H11I4NO4,4,3,24,9,124.81,776.69,DB00509,4,5,2,5,92.78,4.56
53,0.94,17,0,C17H32BrNO2,2,0,21,4,81.34,361.16,DB00517,0,3,2,6,26.3,0.52
44,0.26,19,0,C19H17NO7,6,2,27,8,97.84,371.1,DB00716,2,8,3,5,126.81,2.48
57,0.43,23,1,C23H30NO3+,3,0,27,4,107.08,368.22,DB00782,0,4,3,6,35.53,4.73
95,0.77,30,0,C30H53NO11,12,1,42,12,158.55,603.36,DB00868,1,12,1,32,121.4,2.83
44,0.33,18,0,C18H19Cl2NO4,5,1,25,7,96.39,383.07,DB01023,1,5,2,4,64.63,3.96
49,0.47,19,0,C19H22FN3O4,6,2,27,8,99.63,375.16,DB01044,2,7,4,4,83.8,1.98
43,0.53,15,0,C15H21N3O3S,4,2,22,7,82.44,323.13,DB01120,2,6,3,3,86.89,1.63
65,0.44,25,0,C25H32ClN5O2,7,0,33,8,132.52,469.22,DB01149,0,7,4,10,55.53,3.55
53,0.53,19,0,C19H25N5O4,8,1,28,9,104.82,387.19,DB01162,2,9,4,4,103.04,1.06
33,0.07,14,0,C14H10N4O5,6,1,23,9,78.64,314.07,DB01219,1,9,3,4,118.05,1.74
54,0.36,22,0,C22H24BrFN4O2,6,1,30,8,119.19,474.11,DB05294,1,6,4,6,59.51,5.0
57,0.38,24,0,C24H26ClFN4O,3,1,31,7,121.63,440.18,DB06144,1,5,5,5,40.51,4.63
50,0.23,22,0,C22H22N2O4,5,1,28,6,104.23,378.16,DB06403,1,6,3,7,81.54,3.52
46,0.05,22,0,C22H18N4OS,4,2,28,6,113.21,386.12,DB06626,2,5,4,5,95.97,4.64
46,0.09,22,0,C22H18N6,6,2,28,6,110.32,366.16,DB08864,2,6,3,5,97.42,4.99
47,0.44,18,0,C18H22F2N4O,5,1,25,7,89.69,348.18,DB09040,1,5,3,5,54.18,2.48
52,0.5,18,0,C18H26N2O5Tc,4,3,26,8,94.96,449.09,DB09164,3,7,1,9,106.94,2.34
72,0.56,27,1,C27H42NO2+,2,0,30,3,126.98,412.32,DB11125,0,3,2,11,18.46,6.07
16,0.0,0,0,H7Al2ClO6,5,0,9,9,24.8,191.96,DB11573,7,6,0,0,181.5,-5.47
41,0.11,19,0,C19H15ClN2O4,3,3,26,7,98.61,370.07,DB11656,3,6,3,5,99.26,2.61
41,0.47,17,0,C17H20N2O2,3,1,21,4,81.31,284.15,DB11699,1,4,4,2,45.33,2.95
62,0.48,23,0,C23H30N8O,8,2,32,9,125.65,434.25,DB11730,2,9,5,5,91.21,2.8
36,0.33,15,0,C15H12F3NO4S,5,0,24,9,76.46,359.04,DB12938,0,5,3,4,85.62,3.21
44,0.15,20,0,C20H15ClF3N5,4,2,29,9,104.71,417.1,DB12978,2,5,4,5,66.49,5.23
24,1.0,6,0,C6H12O6,6,6,12,6,36.04,180.06,DB13178,6,6,1,0,121.38,-3.83
40,0.0,17,0,C17H13N3O5S2,6,3,27,10,100.72,403.03,DB13248,3,8,3,6,162.08,2.89
25,0.83,6,0,C6H11KO7,7,5,14,8,36.12,234.01,DB13620,5,7,0,5,141.28,-7.82
47,0.19,21,0,C21H18ClNO6,6,1,29,8,106.71,415.08,DB13783,1,7,3,6,94.83,3.47
43,0.45,11,0,C11H16N8O8,8,8,27,16,80.7,388.11,DB14075,8,16,2,6,221.54,-4.8
81,0.79,29,0,C29H50O2,2,1,31,2,134.39,430.38,DB14476,1,2,2,12,29.46,8.84
43,0.12,16,0,C16H14Br2N6O4S,8,2,29,13,112.62,543.92,DB15059,3,10,3,8,150.59,2.53
31,0.9,10,0,C10H15NaO4S,4,0,16,6,53.13,254.06,DB15950,0,4,2,2,82.65,-2.07
44,1.0,14,0,C14H17F13,0,0,27,13,68.78,432.11,DB17823,0,0,0,11,0.0,7.48
39,0.11,18,0,C18H13Cl4N3O,4,0,26,8,106.48,426.98,DB00239,0,4,3,6,39.41,6.12
47,0.1,21,0,C21H19N3O3S,5,2,28,7,113.99,393.11,DB00276,2,6,4,5,88.7,4.51
50,0.27,22,0,C22H22FN3O2,4,1,28,6,107.85,379.17,DB00450,1,5,4,6,58.1,3.68
40,0.12,17,0,C17H14F3N3O2S,4,1,26,9,90.11,381.08,DB00482,2,5,3,3,86.36,3.51
44,0.59,17,0,C17H23NO3,4,1,21,4,79.96,289.17,DB00572,1,4,3,4,49.77,1.93
56,0.45,22,0,C22H26F3N3OS,5,1,30,8,113.6,437.17,DB00623,1,4,4,6,55.25,4.31
32,0.5,10,0,C10H13N5O4,9,4,19,9,62.74,267.1,DB00640,5,9,3,2,139.54,-1.98
54,0.41,22,0,C22H29NO2,3,0,25,3,102.37,339.22,DB00647,0,3,2,8,29.54,4.28
53,0.27,22,0,C22H23ClN6O,6,2,30,8,115.92,422.16,DB00678,2,7,4,8,92.51,4.27
55,0.36,22,0,C22H25N3O4S,6,1,30,8,116.67,427.16,DB00680,1,7,4,5,96.41,4.11
56,0.4,20,0,C20H28N2O5S,6,2,28,8,108.64,408.17,DB00706,3,7,2,11,108.26,2.34
35,0.6,10,0,C10H16N2O4S3,6,2,19,9,73.37,324.03,DB00869,3,6,2,3,151.33,0.61
